id,name,color,rarity,type,target,cost,overall_coverage_status,mechanism_categories,covered_categories,partial_categories,gap_categories,keywords,semanticTags,semanticSignals,internal_source_profile,description,upgrade_descriptions,coverage_notes
CARD.BLUDGEON,重锤,ironclad,Uncommon,Attack,AnyEnemy,3,covered,damage,damage,,,,damage,"{""damage"": 32}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""bludgeon"", ""class_name"": ""Bludgeon"", ""commands"": [""Attack""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Bludgeon.cs"", ""tags"": [""attack"", ""damage"", ""single_target"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",造成32点伤害。,"[{""upgrade"": 1, ""description"": ""造成42点伤害。"", ""semanticTags"": [""damage""], ""semanticSignals"": {""damage"": 42}}]",
CARD.BULLY,欺凌,ironclad,Uncommon,Attack,AnyEnemy,0,partial,damage|debuff|global_rule_power,damage|debuff,global_rule_power,,,apply_vulnerable|damage,"{""damage"": 6}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""bully"", ""class_name"": ""Bully"", ""commands"": [""Attack""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""CalculatedDamageVar"", ""CalculationBaseVar"", ""DynamicVar"", ""ExtraDamageVar""], ""powers"": [""VulnerablePower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Bully.cs"", ""tags"": [""attack"", ""damage"", ""single_target"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","造成4点伤害。
该敌人身上每有一层易伤就额外造成2点伤害。","[{""upgrade"": 1, ""description"": ""造成4点伤害。\n该敌人身上每有一层易伤就额外造成3点伤害。"", ""semanticTags"": [""apply_vulnerable"", ""damage""], ""semanticSignals"": {""damage"": 7}}]",global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。
CARD.DISMANTLE,拆卸,ironclad,Uncommon,Attack,AnyEnemy,1,partial,damage|debuff|global_rule_power|multi_hit_or_aoe,damage|debuff|multi_hit_or_aoe,global_rule_power,,,apply_vulnerable|damage,"{""damage"": 8}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""dismantle"", ""class_name"": ""Dismantle"", ""commands"": [""Attack""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar""], ""powers"": [""VulnerablePower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Dismantle.cs"", ""tags"": [""attack"", ""damage"", ""multi_hit"", ""single_target"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","造成8点伤害。
如果该敌人有易伤状态，则攻击两次。","[{""upgrade"": 1, ""description"": ""造成10点伤害。\n如果该敌人有易伤状态，则攻击两次。"", ""semanticTags"": [""apply_vulnerable"", ""damage""], ""semanticSignals"": {""damage"": 10}}]",global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。
CARD.FIGHT_ME,与我一战！,ironclad,Uncommon,Attack,AnyEnemy,2,partial,buff_stats|damage|global_rule_power|multi_hit_or_aoe,buff_stats|damage|multi_hit_or_aoe,global_rule_power,,,damage|gain_strength|multi_hit,"{""damage"": 5, ""hits"": 2, ""strengthGain"": 4}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""fight_me"", ""class_name"": ""FightMe"", ""commands"": [""Apply"", ""Attack""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar"", ""DynamicVar"", ""PowerVar"", ""RepeatVar""], ""powers"": [""StrengthPower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/FightMe.cs"", ""tags"": [""attack"", ""damage"", ""multi_hit"", ""repeat"", ""single_target"", ""strength"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","造成5点伤害两次。
获得3点力量。
该敌人获得1点力量。","[{""upgrade"": 1, ""description"": ""造成6点伤害两次。\n获得4点力量。\n该敌人获得1点力量。"", ""semanticTags"": [""damage"", ""gain_strength"", ""multi_hit""], ""semanticSignals"": {""damage"": 6, ""hits"": 2, ""strengthGain"": 5}}]",global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。
CARD.GRAPPLE,擒拿,ironclad,Uncommon,Attack,AnyEnemy,1,partial,block|damage|global_rule_power|turn_or_delayed_rule,block|damage,global_rule_power|turn_or_delayed_rule,,,damage,"{""damage"": 12}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""grapple"", ""class_name"": ""Grapple"", ""commands"": [""Apply"", ""Attack""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar"", ""DynamicVar"", ""PowerVar""], ""powers"": [""GrapplePower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Grapple.cs"", ""tags"": [""attack"", ""damage"", ""single_target"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","造成7点伤害。
当你在本回合获得格挡时，对该敌人造成5点伤害。","[{""upgrade"": 1, ""description"": ""造成9点伤害。\n当你在本回合获得格挡时，对该敌人造成7点伤害。"", ""semanticTags"": [""damage""], ""semanticSignals"": {""damage"": 16}}]",global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.HEMOKINESIS,御血术,ironclad,Uncommon,Attack,AnyEnemy,1,covered,damage|hp_or_self_cost,damage|hp_or_self_cost,,,,damage|hp_loss,"{""damage"": 15, ""hpLoss"": 2}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""hemokinesis"", ""class_name"": ""Hemokinesis"", ""commands"": [""Attack""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar"", ""DynamicVar"", ""HpLossVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Hemokinesis.cs"", ""tags"": [""attack"", ""damage"", ""hp_loss"", ""single_target"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","失去2点生命。
造成15点伤害。","[{""upgrade"": 1, ""description"": ""失去2点生命。\n造成20点伤害。"", ""semanticTags"": [""damage"", ""hp_loss""], ""semanticSignals"": {""damage"": 20, ""hpLoss"": 2}}]",
CARD.HOWL_FROM_BEYOND,彼岸咆哮,ironclad,Uncommon,Attack,AllEnemies,3,gap,damage|effect_profile_granularity_gap|exhaust_other_or_hand|exhaust_pile_dependency|multi_hit_or_aoe|turn_or_delayed_rule,damage|multi_hit_or_aoe,exhaust_other_or_hand|exhaust_pile_dependency|turn_or_delayed_rule,effect_profile_granularity_gap,,aoe|aoe_damage,"{""damage"": 16}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""howl_from_beyond"", ""class_name"": ""HowlFromBeyond"", ""commands"": [""Attack"", ""AutoPlay""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/HowlFromBeyond.cs"", ""tags"": [""aoe"", ""attack"", ""damage"", ""exhaust"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": true, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","对所有敌人造成16点伤害。
在你的回合开始时，如果这张牌在你的消耗牌堆中，则将其打出。","[{""upgrade"": 1, ""description"": ""对所有敌人造成21点伤害。\n在你的回合开始时，如果这张牌在你的消耗牌堆中，则将其打出。"", ""semanticTags"": [""aoe"", ""aoe_damage""], ""semanticSignals"": {""damage"": 21}}]",effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || exhaust_other_or_hand: CardCmd.Exhaust 内部命令可定位；但选择目标/全手牌/随机目标需要 typed hand transition。 || exhaust_pile_dependency: 消耗牌堆数量/本回合消耗条件可从状态推断，但卡牌依赖关系缺显式字段。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.PILLAGE,劫掠,ironclad,Uncommon,Attack,AnyEnemy,1,covered,damage|draw,damage|draw,,,,damage,"{""damage"": 6}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""pillage"", ""class_name"": ""Pillage"", ""commands"": [""Attack"", ""Draw""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Pillage.cs"", ""tags"": [""attack"", ""damage"", ""draw"", ""single_target"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": true, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","造成6点伤害。
抽牌直到你抽到一张非攻击牌。","[{""upgrade"": 1, ""description"": ""造成9点伤害。\n抽牌直到你抽到一张非攻击牌。"", ""semanticTags"": [""damage""], ""semanticSignals"": {""damage"": 9}}]",
CARD.RAMPAGE,暴走,ironclad,Uncommon,Attack,AnyEnemy,1,covered,damage,damage,,,,damage,"{""damage"": 9}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""rampage"", ""class_name"": ""Rampage"", ""commands"": [""Attack""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar"", ""DynamicVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Rampage.cs"", ""tags"": [""attack"", ""damage"", ""single_target"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","造成9点伤害。
将这张牌在本场战斗中的伤害增加5。","[{""upgrade"": 1, ""description"": ""造成9点伤害。\n将这张牌在本场战斗中的伤害增加9。"", ""semanticTags"": [""damage""], ""semanticSignals"": {""damage"": 9}}]",
CARD.SPITE,怨恨,ironclad,Uncommon,Attack,AnyEnemy,0,partial,damage|draw|hp_or_self_cost|multi_hit_or_aoe|turn_or_delayed_rule,damage|draw|hp_or_self_cost|multi_hit_or_aoe,turn_or_delayed_rule,,,damage,"{""damage"": 5}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""spite"", ""class_name"": ""Spite"", ""commands"": [""Attack"", ""Draw""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""CardsVar"", ""DamageVar"", ""DynamicVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Spite.cs"", ""tags"": [""attack"", ""damage"", ""draw"", ""single_target"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","造成5点伤害。
如果你在本回合失去过生命值，
则攻击2次。","[{""upgrade"": 1, ""description"": ""造成5点伤害。\n如果你在本回合失去过生命值，\n则攻击3次。"", ""semanticTags"": [""damage""], ""semanticSignals"": {""damage"": 5}}]",turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.STOMP,踩踏,ironclad,Uncommon,Attack,AllEnemies,3,partial,damage|multi_hit_or_aoe|turn_or_delayed_rule,damage|multi_hit_or_aoe,turn_or_delayed_rule,,,aoe|aoe_damage,"{""damage"": 12}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""stomp"", ""class_name"": ""Stomp"", ""commands"": [""Attack""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Stomp.cs"", ""tags"": [""aoe"", ""attack"", ""damage"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","对所有敌人造成12点伤害。
你在本回合中每打出过一张攻击牌，其耗能减少1点能量。","[{""upgrade"": 1, ""description"": ""对所有敌人造成15点伤害。\n你在本回合中每打出过一张攻击牌，其耗能减少1点能量。"", ""semanticTags"": [""aoe"", ""aoe_damage""], ""semanticSignals"": {""damage"": 15}}]",turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.UNRELENTING,无情猛攻,ironclad,Uncommon,Attack,AnyEnemy,2,gap,cost_modify|damage|effect_profile_granularity_gap|global_rule_power|next_card_modifier,damage,cost_modify|global_rule_power|next_card_modifier,effect_profile_granularity_gap,,damage,"{""damage"": 12}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""unrelenting"", ""class_name"": ""Unrelenting"", ""commands"": [""Apply"", ""Attack""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar""], ""powers"": [""FreeAttackPower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Unrelenting.cs"", ""tags"": [""attack"", ""damage"", ""single_target"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","造成12点伤害。
你打出的下一张攻击牌耗能变为0点能量。","[{""upgrade"": 1, ""description"": ""造成18点伤害。\n你打出的下一张攻击牌耗能变为0点能量。"", ""semanticTags"": [""damage""], ""semanticSignals"": {""damage"": 18}}]",cost_modify: EnergyCost.Set*/FreeAttackPower/CorruptionPower 等内部 ID 可定位；仍需目标范围、持续时间、后续可打价值 typed 化。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || next_card_modifier: FreeAttackPower、Replay、EnergyCost 等内部 ID 可定位；下一张攻击/重放/免费等仍需要跨动作 memory 与 next-action effect profile。
CARD.UPPERCUT,上勾拳,ironclad,Uncommon,Attack,AnyEnemy,2,partial,damage|debuff|global_rule_power,damage|debuff,global_rule_power,,,apply_vulnerable|apply_weak|damage,"{""damage"": 13, ""vulnerable"": 1, ""weak"": 1}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""uppercut"", ""class_name"": ""Uppercut"", ""commands"": [""Apply"", ""Attack""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar"", ""DynamicVar""], ""powers"": [""VulnerablePower"", ""WeakPower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Uppercut.cs"", ""tags"": [""attack"", ""damage"", ""single_target"", ""uncommon"", ""vulnerable"", ""weak""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","造成13点伤害。
给予1层虚弱。
给予1层易伤。","[{""upgrade"": 1, ""description"": ""造成13点伤害。\n给予2层虚弱。\n给予2层易伤。"", ""semanticTags"": [""apply_vulnerable"", ""apply_weak"", ""damage""], ""semanticSignals"": {""damage"": 13, ""vulnerable"": 2, ""weak"": 2}}]",global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。
CARD.WHIRLWIND,旋风斩,ironclad,Uncommon,Attack,AllEnemies,X,covered,damage|multi_hit_or_aoe|x_cost,damage|multi_hit_or_aoe|x_cost,,,,aoe|aoe_damage|cost_x|hits_x|multi_hit,"{""damage"": 5}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""whirlwind"", ""class_name"": ""Whirlwind"", ""commands"": [""Attack""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Whirlwind.cs"", ""tags"": [""aoe"", ""attack"", ""damage"", ""multi_hit"", ""uncommon"", ""x_cost""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",对所有敌人造成5点伤害X次。,"[{""upgrade"": 1, ""description"": ""对所有敌人造成8点伤害X次。"", ""semanticTags"": [""aoe"", ""aoe_damage"", ""cost_x"", ""hits_x"", ""multi_hit""], ""semanticSignals"": {""damage"": 8}}]",
CARD.DRUM_OF_BATTLE,战鼓,ironclad,Uncommon,Power,Self,0,gap,draw|effect_profile_granularity_gap|global_rule_power|pile_fetch_reorder|turn_or_delayed_rule,draw,global_rule_power|pile_fetch_reorder|turn_or_delayed_rule,effect_profile_granularity_gap,,draw,"{""draw"": 2}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""drum_of_battle"", ""class_name"": ""DrumOfBattle"", ""commands"": [""Apply"", ""Draw""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""CardsVar"", ""DynamicVar"", ""PowerVar""], ""powers"": [""DrumOfBattlePower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/DrumOfBattle.cs"", ""tags"": [""draw"", ""exhaust"", ""power"", ""self_target"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","抽2张牌。
在你的回合开始时，消耗你的抽牌堆顶部的牌。","[{""upgrade"": 1, ""description"": ""抽3张牌。\n在你的回合开始时，消耗你的抽牌堆顶部的牌。"", ""semanticTags"": [""draw""], ""semanticSignals"": {""draw"": 3}}]",effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || pile_fetch_reorder: 抽牌堆/弃牌堆/牌堆顶部信息可被注意力看到，也能从 PileType/CardPileCmd 内部调用定位；动作的 pile transition 仍不够结构化。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.FEEL_NO_PAIN,无惧疼痛,ironclad,Uncommon,Power,Self,1,gap,block|effect_profile_granularity_gap|exhaust_other_or_hand|global_rule_power|turn_or_delayed_rule,block,exhaust_other_or_hand|global_rule_power|turn_or_delayed_rule,effect_profile_granularity_gap,,block,"{""block"": 3}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""feel_no_pain"", ""class_name"": ""FeelNoPain"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DynamicVar""], ""powers"": [""FeelNoPainPower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/FeelNoPain.cs"", ""tags"": [""exhaust"", ""power"", ""self_target"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",每当有一张牌被消耗时，获得3点格挡。,"[{""upgrade"": 1, ""description"": ""每当有一张牌被消耗时，获得4点格挡。"", ""semanticTags"": [""block""], ""semanticSignals"": {""block"": 4}}]",effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || exhaust_other_or_hand: CardCmd.Exhaust 内部命令可定位；但选择目标/全手牌/随机目标需要 typed hand transition。 || global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.INFERNO,狱火,ironclad,Uncommon,Power,Self,1,partial,damage|global_rule_power|hp_or_self_cost|multi_hit_or_aoe|turn_or_delayed_rule,damage|hp_or_self_cost|multi_hit_or_aoe,global_rule_power|turn_or_delayed_rule,,,aoe|aoe_damage|hp_loss,"{""damage"": 6, ""hpLoss"": 1}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""inferno"", ""class_name"": ""Inferno"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""PowerVar""], ""powers"": [""InfernoPower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Inferno.cs"", ""tags"": [""power"", ""self_target"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","在你的回合开始时，失去1点生命。
每当你在你的回合内失去生命时，对所有敌人造成6点伤害。","[{""upgrade"": 1, ""description"": ""在你的回合开始时，失去1点生命。\n每当你在你的回合内失去生命时，对所有敌人造成9点伤害。"", ""semanticTags"": [""aoe"", ""aoe_damage"", ""hp_loss""], ""semanticSignals"": {""damage"": 9, ""hpLoss"": 1}}]",global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.INFLAME,燃烧,ironclad,Uncommon,Power,Self,1,partial,buff_stats|global_rule_power,buff_stats,global_rule_power,,,gain_strength,"{""strengthGain"": 2}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""inflame"", ""class_name"": ""Inflame"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""PowerVar""], ""powers"": [""StrengthPower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Inflame.cs"", ""tags"": [""power"", ""self_target"", ""strength"", ""strength_scaling"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",获得2点力量。,"[{""upgrade"": 1, ""description"": ""获得3点力量。"", ""semanticTags"": [""gain_strength""], ""semanticSignals"": {""strengthGain"": 3}}]",global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。
CARD.JUGGLING,杂耍,ironclad,Uncommon,Power,Self,1,gap,add_or_generate_card|card_modifier_or_enchantment|copy_card|effect_profile_granularity_gap|global_rule_power|whole_hand_state,,add_or_generate_card|card_modifier_or_enchantment|copy_card|global_rule_power|whole_hand_state,effect_profile_granularity_gap,,add_to_hand|generate_card,{},"{""adds_keyword_or_modifier"": true, ""catalog_id"": ""juggling"", ""class_name"": ""Juggling"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [""JugglingPower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Juggling.cs"", ""tags"": [""innate"", ""power"", ""self_target"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",将你在每回合打出的第三张攻击牌的复制品加入你的手牌。,"[{""upgrade"": 1, ""description"": ""固有。\n将你在每回合打出的第三张攻击牌的复制品加入你的手牌。"", ""semanticTags"": [""add_to_hand"", ""generate_card"", ""innate""], ""semanticSignals"": {}}]",add_or_generate_card: 生成牌/加手牌可由 AddGeneratedCardToCombat 等内部命令定位，但生成池、费用和本回合免费等还需要更强 typed profile。 || card_modifier_or_enchantment: 已有 runtime 附魔/腐化/重放解析；但“给另一张牌添加附魔”的预效果仍需 typed 化。 || copy_card: 复制目标牌可以从 CreateClone/AddGeneratedCardToCombat 等内部调用定位；仍需要 hand target transition profile。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || whole_hand_state: 可从 PileType.Hand + Upgrade/Transform/Exhaust/EnergyCost 等内部访问定位；仍需显式 hand-state transition。
